year,n_matches,brier_score,rps,log_loss,accuracy,roi,calibration_data,confusion_matrix,n_teams_trained
2014,64,0.6439,0.237,1.0782,0.4688,,"{'draw': [{'bin_center': 0.1667, 'predicted': 0.1667, 'observed': 0.094, 'count': 0}, {'bin_center': 0.25, 'predicted': 0.25, 'observed': 0.1361, 'count': 0}, {'bin_center': 0.1961, 'predicted': 0.1961, 'observed': 0.2561, 'count': 0}, {'bin_center': 0.3333, 'predicted': 0.3333, 'observed': 0.3331, 'count': 0}], 'home': [{'bin_center': 0.3333, 'predicted': 0.3333, 'observed': 0.1724, 'count': 0}, {'bin_center': 0.2727, 'predicted': 0.2727, 'observed': 0.2428, 'count': 0}, {'bin_center': 0.625, 'predicted': 0.625, 'observed': 0.3392, 'count': 0}, {'bin_center': 0.4545, 'predicted': 0.4545, 'observed': 0.4523, 'count': 0}, {'bin_center': 0.2222, 'predicted': 0.2222, 'observed': 0.543, 'count': 0}, {'bin_center': 0.625, 'predicted': 0.625, 'observed': 0.6571, 'count': 0}, {'bin_center': 0.7143, 'predicted': 0.7143, 'observed': 0.7484, 'count': 0}, {'bin_center': 0.5, 'predicted': 0.5, 'observed': 0.826, 'count': 0}], 'away': [{'bin_center': 0.2, 'predicted': 0.2, 'observed': 0.0697, 'count': 0}, {'bin_center': 0.1111, 'predicted': 0.1111, 'observed': 0.132, 'count': 0}, {'bin_center': 0.3684, 'predicted': 0.3684, 'observed': 0.2296, 'count': 0}, {'bin_center': 0.4, 'predicted': 0.4, 'observed': 0.3561, 'count': 0}, {'bin_center': 0.3333, 'predicted': 0.3333, 'observed': 0.4433, 'count': 0}, {'bin_center': 0.5, 'predicted': 0.5, 'observed': 0.5327, 'count': 0}, {'bin_center': 1.0, 'predicted': 1.0, 'observed': 0.6055, 'count': 0}]}","{'group': {'matrix': [[0, 5, 4], [0, 12, 8], [0, 12, 7]], 'n': 48, 'labels': ['draw', 'home', 'away']}, 'knockout': {'matrix': [[0, 4, 0], [0, 8, 1], [0, 0, 3]], 'n': 16, 'labels': ['draw', 'home', 'away']}, 'overall': {'matrix': [[0, 9, 4], [0, 20, 9], [0, 12, 10]], 'n': 64, 'labels': ['draw', 'home', 'away']}}",16
