match_id,team,elo_pre,elo_post,tournament_type
1,Oman,1450.0,1450.0,AFC Asian Cup qualification
1,Jordan,1450.0,1450.0,AFC Asian Cup qualification
2,Singapore,1450.0,1420.0,AFC Asian Cup qualification
2,Jordan,1450.0,1485.92,AFC Asian Cup qualification
3,Iran,1450.0,1461.59,AFC Asian Cup qualification
3,Kuwait,1450.0,1420.0,AFC Asian Cup qualification
12,Qatar,1450.0,1450.0,AFC Asian Cup qualification
12,Bahrain,1450.0,1450.0,AFC Asian Cup qualification
10,Jordan,1485.92,1493.75,AFC Asian Cup qualification
10,Syria,1450.0,1423.09,AFC Asian Cup qualification
9,Oman,1450.0,1482.45,AFC Asian Cup qualification
9,Singapore,1420.0,1392.58,AFC Asian Cup qualification
8,Vietnam,1450.0,1485.92,AFC Asian Cup qualification
8,Hong Kong,1450.0,1420.0,AFC Asian Cup qualification
11,Iraq,1450.0,1485.92,AFC Asian Cup qualification
11,China,1450.0,1420.0,AFC Asian Cup qualification
6,Thailand,1450.0,1420.0,AFC Asian Cup qualification
6,Lebanon,1450.0,1503.18,AFC Asian Cup qualification
5,Uzbekistan,1450.0,1450.0,AFC Asian Cup qualification
5,United Arab Emirates,1450.0,1450.0,AFC Asian Cup qualification
4,Yemen,1450.0,1420.0,AFC Asian Cup qualification
4,Malaysia,1450.0,1461.59,AFC Asian Cup qualification
7,Saudi Arabia,1450.0,1461.59,AFC Asian Cup qualification
7,Indonesia,1450.0,1420.0,AFC Asian Cup qualification
13,Mauritania,1500.0,1511.59,African Cup of Nations qualification
13,Mauritius,1500.0,1470.0,African Cup of Nations qualification
14,Mauritius,1470.0,1443.57,African Cup of Nations qualification
14,Mauritania,1511.59,1545.2,African Cup of Nations qualification
15,Malawi,1500.0,1535.92,African Cup of Nations qualification
15,Chad,1500.0,1470.0,African Cup of Nations qualification
16,Mauritania,1545.2,1552.07,African Cup of Nations qualification
16,Equatorial Guinea,1500.0,1473.88,African Cup of Nations qualification
17,Namibia,1500.0,1511.59,African Cup of Nations qualification
17,Congo,1500.0,1470.0,African Cup of Nations qualification
18,São Tomé and Príncipe,1500.0,1470.0,African Cup of Nations qualification
18,Benin,1500.0,1535.92,African Cup of Nations qualification
24,Eswatini,1500.0,1500.0,African Cup of Nations qualification
24,Sierra Leone,1500.0,1500.0,African Cup of Nations qualification
27,Burundi,1500.0,1500.0,African Cup of Nations qualification
27,Botswana,1500.0,1500.0,African Cup of Nations qualification
26,Central African Republic,1500.0,1500.0,African Cup of Nations qualification
26,Guinea-Bissau,1500.0,1500.0,African Cup of Nations qualification
23,Madagascar,1500.0,1511.59,African Cup of Nations qualification
23,Uganda,1500.0,1470.0,African Cup of Nations qualification
25,Kenya,1500.0,1511.59,African Cup of Nations qualification
25,Comoros,1500.0,1470.0,African Cup of Nations qualification
21,Mozambique,1500.0,1577.51,African Cup of Nations qualification
21,South Sudan,1500.0,1470.0,African Cup of Nations qualification
22,Liberia,1500.0,1511.59,African Cup of Nations qualification
22,Lesotho,1500.0,1470.0,African Cup of Nations qualification
20,Tanzania,1500.0,1511.59,African Cup of Nations qualification
20,Zimbabwe,1500.0,1470.0,African Cup of Nations qualification
19,Libya,1500.0,1500.0,African Cup of Nations qualification
19,Rwanda,1500.0,1500.0,African Cup of Nations qualification
28,Aruba,1550.0,1561.59,CFU Caribbean Cup qualification
28,Turks and Caicos Islands,1550.0,1520.0,CFU Caribbean Cup qualification
29,Comoros,1470.0,1473.57,African Cup of Nations qualification
29,Kenya,1511.59,1508.01,African Cup of Nations qualification
30,French Guiana,1550.0,1636.75,CFU Caribbean Cup qualification
30,British Virgin Islands,1550.0,1520.0,CFU Caribbean Cup qualification
31,Montserrat,1550.0,1556.38,CFU Caribbean Cup qualification
31,United States Virgin Islands,1500.0,1474.29,CFU Caribbean Cup qualification
32,South Sudan,1470.0,1479.0,African Cup of Nations qualification
32,Mozambique,1577.51,1568.51,African Cup of Nations qualification
36,Chad,1470.0,1513.58,African Cup of Nations qualification
36,Malawi,1535.92,1500.29,African Cup of Nations qualification
35,Uganda,1470.0,1485.96,African Cup of Nations qualification
35,Madagascar,1511.59,1478.01,African Cup of Nations qualification
37,Guinea-Bissau,1500.0,1535.92,African Cup of Nations qualification
37,Central African Republic,1500.0,1470.0,African Cup of Nations qualification
33,Sierra Leone,1500.0,1511.59,African Cup of Nations qualification
33,Eswatini,1500.0,1470.0,African Cup of Nations qualification
34,Rwanda,1500.0,1553.18,African Cup of Nations qualification
34,Libya,1500.0,1470.0,African Cup of Nations qualification
38,Aruba,1561.59,1650.47,CFU Caribbean Cup qualification
38,British Virgin Islands,1520.0,1493.57,CFU Caribbean Cup qualification
39,Benin,1535.92,1564.29,African Cup of Nations qualification
39,São Tomé and Príncipe,1470.0,1445.62,African Cup of Nations qualification
40,Botswana,1500.0,1511.59,African Cup of Nations qualification
40,Burundi,1500.0,1470.0,African Cup of Nations qualification
41,Congo,1470.0,1528.35,African Cup of Nations qualification
41,Namibia,1511.59,1478.01,African Cup of Nations qualification
42,Equatorial Guinea,1473.88,1536.76,African Cup of Nations qualification
42,Mauritania,1552.07,1515.43,African Cup of Nations qualification
43,Lesotho,1470.0,1510.76,African Cup of Nations qualification
43,Liberia,1511.59,1478.01,African Cup of Nations qualification
44,Turks and Caicos Islands,1520.0,1499.72,CFU Caribbean Cup qualification
44,French Guiana,1636.75,1720.33,CFU Caribbean Cup qualification
45,United States Virgin Islands,1474.29,1450.72,CFU Caribbean Cup qualification
45,Bonaire,1550.0,1556.64,CFU Caribbean Cup qualification
46,Zimbabwe,1470.0,1473.57,African Cup of Nations qualification
46,Tanzania,1511.59,1508.01,African Cup of Nations qualification
47,Aruba,1650.47,1626.42,CFU Caribbean Cup qualification
47,French Guiana,1720.33,1752.46,CFU Caribbean Cup qualification
48,British Virgin Islands,1493.57,1464.1,CFU Caribbean Cup qualification
48,Turks and Caicos Islands,1499.72,1535.29,CFU Caribbean Cup qualification
49,Brazil,1700.0,1740.22,FIFA World Cup
49,Croatia,1650.0,1615.72,FIFA World Cup
51,Spain,1650.0,1610.0,FIFA World Cup
51,Netherlands,1650.0,1738.76,FIFA World Cup
52,Chile,1700.0,1714.26,FIFA World Cup
52,Australia,1450.0,1434.67,FIFA World Cup
50,Mexico,1550.0,1558.5,FIFA World Cup
50,Cameroon,1500.0,1465.72,FIFA World Cup
53,Colombia,1700.0,1762.72,FIFA World Cup
53,Greece,1650.0,1615.72,FIFA World Cup
54,England,1650.0,1610.0,FIFA World Cup
54,Italy,1650.0,1665.45,FIFA World Cup
55,Ivory Coast,1500.0,1508.5,FIFA World Cup
55,Japan,1450.0,1415.72,FIFA World Cup
56,Uruguay,1700.0,1643.73,FIFA World Cup
56,Costa Rica,1550.0,1608.55,FIFA World Cup
57,Argentina,1700.0,1708.5,FIFA World Cup
57,Bosnia and Herzegovina,1650.0,1615.72,FIFA World Cup
58,France,1650.0,1704.88,FIFA World Cup
58,Honduras,1550.0,1521.21,FIFA World Cup
59,Switzerland,1650.0,1672.46,FIFA World Cup
59,Ecuador,1700.0,1654.28,FIFA World Cup
60,Germany,1650.0,1738.76,FIFA World Cup
60,Portugal,1650.0,1610.0,FIFA World Cup
61,Ghana,1500.0,1465.72,FIFA World Cup
61,United States,1550.0,1561.02,FIFA World Cup
62,Iran,1461.59,1465.99,FIFA World Cup
62,Nigeria,1500.0,1495.6,FIFA World Cup
64,Russia,1650.0,1629.22,FIFA World Cup
64,South Korea,1450.0,1470.78,FIFA World Cup
65,Belgium,1650.0,1645.64,FIFA World Cup
65,Algeria,1500.0,1476.27,FIFA World Cup
63,Brazil,1740.22,1721.02,FIFA World Cup
63,Mexico,1558.5,1577.7,FIFA World Cup
66,Australia,1434.67,1422.83,FIFA World Cup
66,Netherlands,1738.76,1734.94,FIFA World Cup
67,Cameroon,1465.72,1441.99,FIFA World Cup
67,Croatia,1615.72,1697.62,FIFA World Cup
68,Spain,1610.0,1581.66,FIFA World Cup
68,Chile,1714.26,1754.86,FIFA World Cup
69,Colombia,1762.72,1747.47,FIFA World Cup
69,Ivory Coast,1508.5,1493.47,FIFA World Cup
70,Japan,1415.72,1436.5,FIFA World Cup
70,Greece,1615.72,1594.94,FIFA World Cup
71,Uruguay,1643.73,1654.47,FIFA World Cup
71,England,1610.0,1573.87,FIFA World Cup
72,Honduras,1521.21,1495.82,FIFA World Cup
72,Ecuador,1654.28,1658.69,FIFA World Cup
73,Italy,1665.45,1618.96,FIFA World Cup
73,Costa Rica,1608.55,1629.1,FIFA World Cup
74,Switzerland,1672.46,1636.18,FIFA World Cup
74,France,1704.88,1773.72,FIFA World Cup
75,Argentina,1708.5,1694.32,FIFA World Cup
75,Iran,1465.99,1450.12,FIFA World Cup
76,Germany,1738.76,1712.51,FIFA World Cup
76,Ghana,1465.72,1491.96,FIFA World Cup
77,Nigeria,1495.6,1527.55,FIFA World Cup
77,Bosnia and Herzegovina,1615.72,1562.41,FIFA World Cup
80,South Korea,1470.78,1431.41,FIFA World Cup
80,Algeria,1476.27,1523.75,FIFA World Cup
78,United States,1561.02,1566.63,FIFA World Cup
78,Portugal,1610.0,1604.4,FIFA World Cup
79,Belgium,1645.64,1658.79,FIFA World Cup
79,Russia,1629.22,1591.11,FIFA World Cup
81,Australia,1422.83,1399.94,FIFA World Cup
81,Spain,1581.66,1644.08,FIFA World Cup
82,Brazil,1721.02,1752.81,FIFA World Cup
82,Cameroon,1441.99,1428.62,FIFA World Cup
83,Croatia,1697.62,1644.34,FIFA World Cup
83,Mexico,1577.7,1634.33,FIFA World Cup
84,Netherlands,1734.94,1785.92,FIFA World Cup
84,Chile,1754.86,1712.57,FIFA World Cup
85,Costa Rica,1629.1,1622.79,FIFA World Cup
85,England,1573.87,1580.18,FIFA World Cup
86,Greece,1594.94,1596.58,FIFA World Cup
86,Ivory Coast,1493.47,1464.83,FIFA World Cup
87,Italy,1618.96,1583.03,FIFA World Cup
87,Uruguay,1654.47,1666.76,FIFA World Cup
88,Japan,1436.5,1425.05,FIFA World Cup
88,Colombia,1747.47,1808.07,FIFA World Cup
91,Ecuador,1658.69,1671.47,FIFA World Cup
91,France,1773.72,1760.94,FIFA World Cup
92,Bosnia and Herzegovina,1562.41,1593.54,FIFA World Cup
92,Iran,1450.12,1422.61,FIFA World Cup
90,Nigeria,1527.55,1505.4,FIFA World Cup
90,Argentina,1694.32,1696.47,FIFA World Cup
89,Honduras,1495.82,1471.15,FIFA World Cup
89,Switzerland,1636.18,1699.31,FIFA World Cup
93,Algeria,1523.75,1531.41,FIFA World Cup
93,Russia,1591.11,1583.45,FIFA World Cup
94,South Korea,1431.41,1414.4,FIFA World Cup
94,Belgium,1658.79,1657.65,FIFA World Cup
95,Portugal,1604.4,1604.64,FIFA World Cup
95,Ghana,1491.96,1464.47,FIFA World Cup
96,United States,1566.63,1542.5,FIFA World Cup
96,Germany,1712.51,1716.03,FIFA World Cup
97,Brazil,1752.81,1748.2,FIFA World Cup
97,Chile,1712.57,1717.18,FIFA World Cup
98,Colombia,1808.07,1835.23,FIFA World Cup
98,Uruguay,1666.76,1642.19,FIFA World Cup
99,Costa Rica,1622.79,1619.78,FIFA World Cup
99,Greece,1596.58,1599.59,FIFA World Cup
100,Netherlands,1785.92,1781.38,FIFA World Cup
100,Mexico,1634.33,1610.76,FIFA World Cup
101,France,1760.94,1774.62,FIFA World Cup
101,Nigeria,1505.4,1490.46,FIFA World Cup
102,Germany,1716.03,1707.73,FIFA World Cup
102,Algeria,1531.41,1510.86,FIFA World Cup
103,Argentina,1696.47,1712.32,FIFA World Cup
103,Switzerland,1699.31,1658.98,FIFA World Cup
104,Belgium,1657.65,1657.55,FIFA World Cup
104,United States,1542.5,1515.29,FIFA World Cup
106,Brazil,1748.2,1775.75,FIFA World Cup
106,Colombia,1835.23,1785.41,FIFA World Cup
105,France,1774.62,1727.02,FIFA World Cup
105,Germany,1707.73,1729.15,FIFA World Cup
107,Argentina,1712.32,1720.17,FIFA World Cup
107,Belgium,1657.55,1623.81,FIFA World Cup
108,Netherlands,1781.38,1764.01,FIFA World Cup
108,Costa Rica,1619.78,1637.15,FIFA World Cup
109,Brazil,1775.75,1730.41,FIFA World Cup
109,Germany,1729.15,1846.93,FIFA World Cup
110,Netherlands,1764.01,1758.99,FIFA World Cup
110,Argentina,1720.17,1725.19,FIFA World Cup
111,Brazil,1730.41,1693.7,FIFA World Cup
111,Netherlands,1758.99,1828.07,FIFA World Cup
112,Germany,1846.93,1846.01,FIFA World Cup
112,Argentina,1725.19,1698.66,FIFA World Cup
113,Botswana,1511.59,1550.34,African Cup of Nations qualification
113,Guinea-Bissau,1535.92,1503.82,African Cup of Nations qualification
114,Sierra Leone,1511.59,1546.16,African Cup of Nations qualification
114,Seychelles,1500.0,1471.0,African Cup of Nations qualification
115,Uganda,1485.96,1525.31,African Cup of Nations qualification
115,Mauritania,1515.43,1482.89,African Cup of Nations qualification
119,Congo,1528.35,1567.16,African Cup of Nations qualification
119,Rwanda,1553.18,1521.04,African Cup of Nations qualification
118,Benin,1564.29,1569.24,African Cup of Nations qualification
118,Malawi,1500.29,1475.76,African Cup of Nations qualification
116,Tanzania,1508.01,1513.19,African Cup of Nations qualification
116,Mozambique,1568.51,1563.34,African Cup of Nations qualification
117,Lesotho,1510.76,1522.06,African Cup of Nations qualification
117,Kenya,1508.01,1478.25,African Cup of Nations qualification
120,Guinea-Bissau,1503.82,1507.81,African Cup of Nations qualification
120,Botswana,1550.34,1546.35,African Cup of Nations qualification
121,Malawi,1475.76,1497.07,African Cup of Nations qualification
121,Benin,1569.24,1531.36,African Cup of Nations qualification
122,Rwanda,1521.04,1562.33,African Cup of Nations qualification
122,Congo,1567.16,1533.2,African Cup of Nations qualification
125,Mauritania,1482.89,1456.54,African Cup of Nations qualification
125,Uganda,1525.31,1534.08,African Cup of Nations qualification
123,Mozambique,1563.34,1569.7,African Cup of Nations qualification
123,Tanzania,1513.19,1487.49,African Cup of Nations qualification
124,Kenya,1478.25,1482.01,African Cup of Nations qualification
124,Lesotho,1522.06,1518.3,African Cup of Nations qualification
128,Grenada,1550.0,1565.74,CFU Caribbean Cup qualification
128,French Guiana,1752.46,1736.72,CFU Caribbean Cup qualification
127,Guyana,1550.0,1550.0,CFU Caribbean Cup qualification
127,Dominica,1550.0,1550.0,CFU Caribbean Cup qualification
126,Puerto Rico,1550.0,1550.0,CFU Caribbean Cup qualification
126,Curaçao,1550.0,1550.0,CFU Caribbean Cup qualification
137,Saint Kitts and Nevis,1550.0,1627.51,CFU Caribbean Cup qualification
137,Dominica,1550.0,1520.0,CFU Caribbean Cup qualification
136,Guinea,1500.0,1511.59,African Cup of Nations qualification
136,Togo,1500.0,1470.0,African Cup of Nations qualification
135,Puerto Rico,1550.0,1534.73,CFU Caribbean Cup qualification
135,French Guiana,1736.72,1737.44,CFU Caribbean Cup qualification
134,Senegal,1500.0,1535.92,African Cup of Nations qualification
134,Egypt,1500.0,1470.0,African Cup of Nations qualification
129,Suriname,1550.0,1520.57,CFU Caribbean Cup qualification
129,Bonaire,1556.64,1567.78,CFU Caribbean Cup qualification
132,Saint Lucia,1550.0,1585.92,CFU Caribbean Cup qualification
132,Guyana,1550.0,1520.0,CFU Caribbean Cup qualification
131,Saint Vincent and the Grenadines,1550.0,1616.57,CFU Caribbean Cup qualification
131,Anguilla,1550.0,1520.0,CFU Caribbean Cup qualification
130,Sudan,1500.0,1470.0,African Cup of Nations qualification
130,South Africa,1500.0,1553.18,African Cup of Nations qualification
133,Curaçao,1550.0,1563.25,CFU Caribbean Cup qualification
133,Grenada,1565.74,1534.38,CFU Caribbean Cup qualification
139,Ethiopia,1500.0,1470.94,African Cup of Nations qualification
139,Algeria,1510.86,1521.72,African Cup of Nations qualification
140,Gabon,1500.0,1511.59,African Cup of Nations qualification
140,Angola,1500.0,1470.0,African Cup of Nations qualification
141,Ghana,1464.47,1470.4,African Cup of Nations qualification
141,Uganda,1534.08,1528.14,African Cup of Nations qualification
142,Ivory Coast,1464.83,1484.91,African Cup of Nations qualification
142,Sierra Leone,1546.16,1509.26,African Cup of Nations qualification
143,Niger,1500.0,1470.0,African Cup of Nations qualification
143,Cape Verde,1500.0,1535.92,African Cup of Nations qualification
144,Nigeria,1490.46,1464.13,African Cup of Nations qualification
144,Congo,1533.2,1541.94,African Cup of Nations qualification
145,Tunisia,1500.0,1516.46,African Cup of Nations qualification
145,Botswana,1546.35,1512.37,African Cup of Nations qualification
146,Zambia,1500.0,1505.94,African Cup of Nations qualification
146,Mozambique,1569.7,1563.76,African Cup of Nations qualification
147,Burkina Faso,1500.0,1538.05,African Cup of Nations qualification
147,Lesotho,1518.3,1486.72,African Cup of Nations qualification
138,DR Congo,1500.0,1463.92,African Cup of Nations qualification
138,Cameroon,1428.62,1468.54,African Cup of Nations qualification
157,Faroe Islands,1650.0,1620.0,UEFA Euro qualification
157,Finland,1650.0,1685.92,UEFA Euro qualification
158,Dominica,1520.0,1495.62,CFU Caribbean Cup qualification
158,Saint Lucia,1585.92,1593.17,CFU Caribbean Cup qualification
159,Denmark,1650.0,1661.59,UEFA Euro qualification
159,Armenia,1650.0,1620.0,UEFA Euro qualification
155,French Guiana,1737.44,1723.54,CFU Caribbean Cup qualification
155,Curaçao,1563.25,1577.14,CFU Caribbean Cup qualification
160,Bonaire,1567.78,1536.24,CFU Caribbean Cup qualification
160,Barbados,1550.0,1604.04,CFU Caribbean Cup qualification
154,Greece,1599.59,1573.92,UEFA Euro qualification
154,Romania,1650.0,1658.24,UEFA Euro qualification
156,Georgia,1650.0,1620.0,UEFA Euro qualification
156,Republic of Ireland,1650.0,1661.59,UEFA Euro qualification
152,Puerto Rico,1534.73,1534.7,CFU Caribbean Cup qualification
152,Grenada,1534.38,1534.41,CFU Caribbean Cup qualification
153,Germany,1846.01,1838.86,UEFA Euro qualification
153,Scotland,1650.0,1635.33,UEFA Euro qualification
151,Gibraltar,1650.0,1620.0,UEFA Euro qualification
151,Poland,1650.0,1744.77,UEFA Euro qualification
150,Portugal,1604.64,1578.54,UEFA Euro qualification
150,Albania,1650.0,1658.57,UEFA Euro qualification
149,Mali,1500.0,1535.58,African Cup of Nations qualification
149,Malawi,1497.07,1467.33,African Cup of Nations qualification
148,Hungary,1650.0,1620.0,UEFA Euro qualification
148,Northern Ireland,1650.0,1661.59,UEFA Euro qualification
168,Austria,1650.0,1650.0,UEFA Euro qualification
168,Sweden,1650.0,1650.0,UEFA Euro qualification
167,Estonia,1650.0,1661.59,UEFA Euro qualification
167,Slovenia,1650.0,1620.0,UEFA Euro qualification
166,Luxembourg,1650.0,1650.0,UEFA Euro qualification
166,Belarus,1650.0,1650.0,UEFA Euro qualification
165,Ukraine,1650.0,1620.0,UEFA Euro qualification
165,Slovakia,1650.0,1661.59,UEFA Euro qualification
169,Montenegro,1650.0,1685.92,UEFA Euro qualification
169,Moldova,1650.0,1620.0,UEFA Euro qualification
163,San Marino,1650.0,1620.0,UEFA Euro qualification
163,Lithuania,1650.0,1685.92,UEFA Euro qualification
162,Spain,1644.08,1711.42,UEFA Euro qualification
162,North Macedonia,1650.0,1619.49,UEFA Euro qualification
161,Switzerland,1658.98,1622.29,UEFA Euro qualification
161,England,1580.18,1620.5,UEFA Euro qualification
164,Russia,1583.45,1658.71,UEFA Euro qualification
164,Liechtenstein,1650.0,1614.32,UEFA Euro qualification
177,Croatia,1644.34,1680.92,UEFA Euro qualification
177,Malta,1650.0,1619.51,UEFA Euro qualification
176,Andorra,1650.0,1620.0,UEFA Euro qualification
176,Wales,1650.0,1661.59,UEFA Euro qualification
174,Bosnia and Herzegovina,1593.54,1568.37,UEFA Euro qualification
174,Cyprus,1650.0,1657.85,UEFA Euro qualification
175,Azerbaijan,1650.0,1620.0,UEFA Euro qualification
175,Bulgaria,1650.0,1661.59,UEFA Euro qualification
172,Czech Republic,1650.0,1679.41,UEFA Euro qualification
172,Netherlands,1828.07,1783.91,UEFA Euro qualification
171,Kazakhstan,1650.0,1650.0,UEFA Euro qualification
171,Latvia,1650.0,1650.0,UEFA Euro qualification
170,Norway,1650.0,1614.29,UEFA Euro qualification
170,Italy,1583.03,1622.71,UEFA Euro qualification
173,Iceland,1650.0,1703.18,UEFA Euro qualification
173,Turkey,1650.0,1620.0,UEFA Euro qualification
186,Congo,1541.94,1569.65,African Cup of Nations qualification
186,Sudan,1470.0,1446.12,African Cup of Nations qualification
190,Algeria,1521.72,1534.77,African Cup of Nations qualification
190,Mali,1535.58,1504.38,African Cup of Nations qualification
189,Angola,1470.0,1445.8,African Cup of Nations qualification
189,Burkina Faso,1538.05,1588.08,African Cup of Nations qualification
188,Botswana,1512.37,1484.4,African Cup of Nations qualification
188,Senegal,1535.92,1570.52,African Cup of Nations qualification
191,DR Congo,1463.92,1505.12,African Cup of Nations qualification
191,Sierra Leone,1509.26,1475.37,African Cup of Nations qualification
187,Cape Verde,1535.92,1544.36,African Cup of Nations qualification
187,Zambia,1505.94,1478.52,African Cup of Nations qualification
185,Cameroon,1468.54,1523.76,African Cup of Nations qualification
185,Ivory Coast,1484.91,1453.5,African Cup of Nations qualification
181,Mozambique,1563.76,1555.85,African Cup of Nations qualification
181,Niger,1470.0,1477.9,African Cup of Nations qualification
183,Malawi,1467.33,1479.3,African Cup of Nations qualification
183,Ethiopia,1470.94,1440.63,African Cup of Nations qualification
182,Uganda,1528.14,1562.14,African Cup of Nations qualification
182,Guinea,1511.59,1483.02,African Cup of Nations qualification
180,South Africa,1553.18,1545.65,African Cup of Nations qualification
180,Nigeria,1464.13,1471.66,African Cup of Nations qualification
179,Togo,1470.0,1440.03,African Cup of Nations qualification
179,Ghana,1470.4,1481.96,African Cup of Nations qualification
178,Lesotho,1486.72,1488.86,African Cup of Nations qualification
178,Gabon,1511.59,1509.45,African Cup of Nations qualification
184,Egypt,1470.0,1443.99,African Cup of Nations qualification
184,Tunisia,1516.46,1524.96,African Cup of Nations qualification
195,Antigua and Barbuda,1550.0,1566.13,CFU Caribbean Cup qualification
195,Saint Lucia,1593.17,1559.46,CFU Caribbean Cup qualification
194,Trinidad and Tobago,1550.0,1627.51,CFU Caribbean Cup qualification
194,Dominican Republic,1550.0,1520.0,CFU Caribbean Cup qualification
196,Curaçao,1577.14,1574.8,CFU Caribbean Cup qualification
196,Martinique,1550.0,1552.34,CFU Caribbean Cup qualification
192,Saint Kitts and Nevis,1627.51,1595.48,CFU Caribbean Cup qualification
192,Barbados,1604.04,1617.22,CFU Caribbean Cup qualification
193,Haiti,1550.0,1563.85,CFU Caribbean Cup qualification
193,French Guiana,1723.54,1709.69,CFU Caribbean Cup qualification
197,Belarus,1650.0,1617.42,UEFA Euro qualification
197,Ukraine,1620.0,1657.61,UEFA Euro qualification
198,England,1620.5,1697.94,UEFA Euro qualification
198,San Marino,1620.0,1590.04,UEFA Euro qualification
199,Liechtenstein,1614.32,1620.42,UEFA Euro qualification
199,Montenegro,1685.92,1679.82,UEFA Euro qualification
200,Lithuania,1685.92,1694.95,UEFA Euro qualification
200,Estonia,1661.59,1633.69,UEFA Euro qualification
201,North Macedonia,1619.49,1634.29,UEFA Euro qualification
201,Luxembourg,1650.0,1617.37,UEFA Euro qualification
202,Moldova,1620.0,1592.58,UEFA Euro qualification
202,Austria,1650.0,1659.58,UEFA Euro qualification
203,Slovakia,1661.59,1678.41,UEFA Euro qualification
203,Spain,1711.42,1677.14,UEFA Euro qualification
204,Slovenia,1620.0,1631.83,UEFA Euro qualification
204,Switzerland,1622.29,1592.09,UEFA Euro qualification
205,Sweden,1650.0,1650.75,UEFA Euro qualification
205,Russia,1658.71,1657.95,UEFA Euro qualification
216,Lesotho,1488.86,1485.16,African Cup of Nations qualification
216,Angola,1445.8,1449.5,African Cup of Nations qualification
217,Cyprus,1657.85,1627.17,UEFA Euro qualification
217,Israel,1650.0,1662.12,UEFA Euro qualification
215,Italy,1622.71,1634.02,UEFA Euro qualification
215,Azerbaijan,1620.0,1590.23,UEFA Euro qualification
219,Botswana,1484.4,1450.92,African Cup of Nations qualification
219,Egypt,1443.99,1482.19,African Cup of Nations qualification
220,Belgium,1623.81,1710.03,UEFA Euro qualification
220,Andorra,1620.0,1590.33,UEFA Euro qualification
218,Bulgaria,1661.59,1633.26,UEFA Euro qualification
218,Croatia,1680.92,1691.21,UEFA Euro qualification
214,Latvia,1650.0,1624.56,UEFA Euro qualification
214,Iceland,1703.18,1753.86,UEFA Euro qualification
210,Wales,1661.59,1653.73,UEFA Euro qualification
210,Bosnia and Herzegovina,1568.37,1576.23,UEFA Euro qualification
212,Malta,1619.51,1589.06,UEFA Euro qualification
212,Norway,1614.29,1667.72,UEFA Euro qualification
211,Trinidad and Tobago,1627.51,1655.64,CFU Caribbean Cup qualification
211,Saint Lucia,1559.46,1535.26,CFU Caribbean Cup qualification
213,French Guiana,1709.69,1670.17,CFU Caribbean Cup qualification
213,Saint Kitts and Nevis,1595.48,1614.54,CFU Caribbean Cup qualification
209,Turkey,1620.0,1595.08,UEFA Euro qualification
209,Czech Republic,1679.41,1687.07,UEFA Euro qualification
208,Netherlands,1783.91,1805.02,UEFA Euro qualification
208,Kazakhstan,1650.0,1631.02,UEFA Euro qualification
207,Saint Vincent and the Grenadines,1616.57,1623.79,CFU Caribbean Cup qualification
207,Curaçao,1574.8,1548.39,CFU Caribbean Cup qualification
206,Senegal,1570.52,1566.61,African Cup of Nations qualification
206,Tunisia,1524.96,1528.87,African Cup of Nations qualification
239,Albania,1658.57,1658.83,UEFA Euro qualification
239,Denmark,1661.59,1661.33,UEFA Euro qualification
238,Armenia,1620.0,1622.58,UEFA Euro qualification
238,Serbia,1650.0,1647.42,UEFA Euro qualification
237,Cameroon,1523.76,1519.6,African Cup of Nations qualification
237,Sierra Leone,1475.37,1479.52,African Cup of Nations qualification
236,Congo,1569.65,1537.58,African Cup of Nations qualification
236,South Africa,1545.65,1582.93,African Cup of Nations qualification
235,DR Congo,1505.12,1470.69,African Cup of Nations qualification
235,Ivory Coast,1453.5,1468.56,African Cup of Nations qualification
234,Ethiopia,1440.63,1416.07,African Cup of Nations qualification
234,Mali,1504.38,1536.82,African Cup of Nations qualification
233,Finland,1685.92,1676.57,UEFA Euro qualification
233,Greece,1573.92,1583.27,UEFA Euro qualification
232,Gabon,1509.45,1554.48,African Cup of Nations qualification
232,Burkina Faso,1588.08,1551.4,African Cup of Nations qualification
231,Guinea,1483.02,1482.93,African Cup of Nations qualification
231,Ghana,1481.96,1482.05,African Cup of Nations qualification
230,Republic of Ireland,1661.59,1750.47,UEFA Euro qualification
230,Gibraltar,1620.0,1593.57,UEFA Euro qualification
229,Malawi,1479.3,1454.05,African Cup of Nations qualification
229,Algeria,1534.77,1567.64,African Cup of Nations qualification
228,Mozambique,1555.85,1590.44,African Cup of Nations qualification
228,Cape Verde,1544.36,1515.36,African Cup of Nations qualification
227,Niger,1477.9,1477.96,African Cup of Nations qualification
227,Zambia,1478.52,1478.47,African Cup of Nations qualification
226,Northern Ireland,1661.59,1692.71,UEFA Euro qualification
226,Faroe Islands,1620.0,1593.57,UEFA Euro qualification
225,Poland,1744.77,1791.56,UEFA Euro qualification
225,Germany,1838.86,1800.93,UEFA Euro qualification
224,Romania,1658.24,1654.95,UEFA Euro qualification
224,Hungary,1620.0,1623.29,UEFA Euro qualification
223,Scotland,1635.33,1645.31,UEFA Euro qualification
223,Georgia,1620.0,1591.32,UEFA Euro qualification
222,Sudan,1446.12,1460.4,African Cup of Nations qualification
222,Nigeria,1471.66,1439.46,African Cup of Nations qualification
221,Uganda,1562.14,1522.01,African Cup of Nations qualification
221,Togo,1440.03,1459.57,African Cup of Nations qualification
254,Laos,1450.0,1461.59,AFF Championship qualification
254,Cambodia,1450.0,1420.0,AFF Championship qualification
