date,home_team,away_team,odds_h,odds_d,odds_a
2018-07-27,Standard,Gent,2.14,3.4,3.25
2018-07-28,Waregem,Waasland-Beveren,1.44,4.5,6.5
2018-07-28,St Truiden,Cercle Brugge,1.9,3.6,3.8
2018-07-28,Oostende,Mouscron,1.53,3.75,7.0
2018-07-28,Kortrijk,Anderlecht,4.5,3.8,1.72
2018-07-29,Lokeren,Genk,3.75,3.4,2.0
2018-07-29,Club Brugge,Eupen,1.22,6.5,11.0
2018-07-29,Charleroi,Antwerp,2.0,3.3,3.75
2018-08-03,Reading,Derby,3.6,3.3,2.25
2018-08-03,Waasland-Beveren,Standard,3.8,3.8,1.85
2018-08-03,Hamburg,Holstein Kiel,1.7,3.6,5.0
2018-08-04,Antwerp,Kortrijk,1.83,3.4,4.5
2018-08-04,Gent,Waregem,1.8,3.8,4.0
2018-08-04,Birmingham,Norwich,2.6,3.3,3.0
2018-08-04,Cercle Brugge,Lokeren,2.0,3.6,3.5
2018-08-04,Regensburg,Ingolstadt,3.2,3.2,2.3
2018-08-04,Eupen,Charleroi,2.7,3.2,2.62
2018-08-04,Brentford,Rotherham,1.5,4.75,7.0
2018-08-04,Bochum,FC Koln,2.8,3.1,2.6
2018-08-04,Bristol City,Nott'm Forest,2.6,3.4,2.87
2018-08-04,Ipswich,Blackburn,2.75,3.25,2.8
2018-08-04,Millwall,Middlesbrough,2.75,3.2,2.87
2018-08-04,Preston,QPR,1.9,3.6,4.5
2018-08-04,Sheffield United,Swansea,2.25,3.4,3.5
2018-08-04,West Brom,Bolton,1.44,4.5,9.0
2018-08-04,Wigan,Sheffield Weds,2.2,3.4,3.6
2018-08-04,Greuther Furth,Sandhausen,2.25,3.2,3.3
2018-08-05,Darmstadt,Paderborn,2.45,3.25,2.87
2018-08-05,Leeds,Stoke,2.75,3.3,2.8
2018-08-05,Magdeburg,St Pauli,2.2,3.25,3.3
2018-08-05,Anderlecht,Oostende,1.44,4.33,7.0
2018-08-05,Genk,St Truiden,1.53,4.2,5.75
2018-08-05,Mouscron,Club Brugge,7.0,4.33,1.44
2018-08-05,Union Berlin,Erzgebirge Aue,1.8,3.5,4.5
2018-08-05,Heidenheim,Bielefeld,2.4,3.2,3.0
2018-08-06,Dresden,Duisburg,2.25,3.25,3.2
2018-08-06,Hull,Aston Villa,2.75,3.3,2.8
2018-08-07,Nott'm Forest,West Brom,2.54,3.3,3.0
2018-08-07,Middlesbrough,Sheffield United,2.25,3.3,3.6
2018-08-10,Club Brugge,Kortrijk,1.25,6.5,9.0
2018-08-10,Paderborn,Regensburg,2.0,3.6,3.5
2018-08-10,Marseille,Toulouse,1.4,4.5,8.0
2018-08-10,St Pauli,Darmstadt,2.2,3.25,3.3
2018-08-10,Benfica,Guimaraes,1.25,5.75,11.0
2018-08-10,Ingolstadt,Greuther Furth,1.61,4.0,5.0
2018-08-10,Zwolle,Heerenveen,2.4,3.6,2.7
2018-08-10,Ankaragucu,Galatasaray,4.5,4.0,1.72
2018-08-10,Man United,Leicester,1.57,3.9,7.5
2018-08-11,Excelsior,For Sittard,2.1,3.5,3.3
2018-08-11,Newcastle,Tottenham,3.9,3.5,2.04
2018-08-11,Watford,Brighton,2.37,3.2,3.4
2018-08-11,Wolves,Everton,2.37,3.3,3.3
2018-08-11,Nice,Reims,1.85,3.5,4.5
2018-08-11,St Etienne,Guingamp,1.8,3.5,4.75
2018-08-11,Ajax,Heracles,1.12,8.0,19.0
2018-08-11,St Truiden,Lokeren,1.66,3.8,5.0
2018-08-11,PSV Eindhoven,Utrecht,1.4,5.0,6.5
2018-08-11,Willem II,VVV Venlo,2.25,3.4,3.1
2018-08-11,Tondela,Belenenses,2.25,3.1,3.4
2018-08-11,Setubal,Aves,2.25,3.1,3.4
2018-08-11,Porto,Chaves,1.14,7.0,21.0
2018-08-11,Huddersfield,Chelsea,6.5,4.0,1.61
2018-08-11,Aston Villa,Wigan,2.0,3.5,4.1
2018-08-11,Bolton,Bristol City,3.0,3.3,2.6
2018-08-11,Derby,Leeds,2.14,3.5,3.7
2018-08-11,Middlesbrough,Birmingham,1.72,3.6,6.0
2018-08-11,Norwich,West Brom,2.75,3.3,2.8
2018-08-11,Nott'm Forest,Reading,1.66,3.8,6.0
2018-08-11,QPR,Sheffield United,2.87,3.4,2.62
2018-08-11,Rotherham,Ipswich,2.4,3.3,3.25
2018-08-11,Sheffield Weds,Hull,2.37,3.3,3.3
2018-08-11,Swansea,Preston,2.45,3.3,3.2
2018-08-11,Stoke,Brentford,2.3,3.5,3.3
2018-08-11,Waregem,Eupen,1.4,5.0,6.5
2018-08-11,Standard,Cercle Brugge,1.44,4.33,7.0
2018-08-11,Blackburn,Millwall,2.54,3.25,3.1
2018-08-11,Fulham,Crystal Palace,2.5,3.4,3.0
2018-08-11,Mouscron,Antwerp,3.25,3.6,2.1
2018-08-11,Fenerbahce,Bursaspor,1.36,5.0,7.5
2018-08-11,Montpellier,Dijon,1.72,3.5,5.5
2018-08-11,Lille,Rennes,2.5,3.1,3.1
2018-08-11,Angers,Nimes,2.3,3.2,3.3
2018-08-11,Bielefeld,Dresden,2.2,3.4,3.2
2018-08-11,Duisburg,Bochum,2.45,3.25,2.87
2018-08-11,Bournemouth,Cardiff,1.9,3.6,4.5
2018-08-11,Sivasspor,Alanyaspor,2.25,3.25,3.2
2018-08-11,Rizespor,Kasimpasa,2.3,3.4,3.0
2018-08-11,Nantes,Monaco,3.2,3.25,2.3
2018-08-12,Oostende,Genk,4.0,3.75,1.83
2018-08-12,Charleroi,Anderlecht,3.5,3.6,2.0
2018-08-12,Erzgebirge Aue,Magdeburg,2.37,3.25,3.0
2018-08-12,AZ Alkmaar,NAC Breda,1.36,4.75,8.5
2018-08-12,Holstein Kiel,Heidenheim,1.6,3.75,5.75
2018-08-12,Feirense,Rio Ave,3.0,3.0,2.5
2018-08-12,Maritimo,Santa Clara,1.75,3.4,5.0
2018-08-12,Moreirense,Sp Lisbon,7.5,4.2,1.44
2018-08-12,Sp Braga,Nacional,1.33,5.0,8.5
2018-08-12,Graafschap,Feyenoord,5.0,4.33,1.57
2018-08-12,Den Haag,FC Emmen,1.8,4.0,3.9
2018-08-12,Gent,Waasland-Beveren,1.36,4.75,8.5
2018-08-12,Vitesse,Groningen,1.57,4.0,5.5
2018-08-12,Sandhausen,Hamburg,3.3,3.3,2.2
2018-08-12,Konyaspor,Erzurum BB,1.75,3.5,4.75
2018-08-12,Besiktas,Akhisar Belediyespor,1.4,5.0,6.5
2018-08-12,Arsenal,Man City,4.0,3.8,1.95
2018-08-12,Liverpool,West Ham,1.25,6.5,14.0
2018-08-12,Southampton,Burnley,1.85,3.5,5.0
2018-08-12,Buyuksehyr,Trabzonspor,1.8,3.6,4.5
2018-08-12,Goztep,Yeni Malatyaspor,1.95,3.3,4.0
2018-08-12,Bordeaux,Strasbourg,1.7,3.6,5.0
2018-08-12,Lyon,Amiens,1.2,7.0,13.0
2018-08-12,Paris SG,Caen,1.08,12.0,23.0
2018-08-13,FC Koln,Union Berlin,1.6,3.8,5.75
2018-08-13,Kayserispor,Antalyaspor,1.95,3.4,3.9
2018-08-13,Portimonense,Boavista,2.14,3.1,3.6
2018-08-17,Groningen,Willem II,1.8,3.6,4.33
2018-08-17,Aves,Tondela,2.14,3.0,3.8
2018-08-17,Girona,Valladolid,1.75,3.6,5.0
2018-08-17,Betis,Levante,1.66,4.0,5.0
2018-08-17,Anderlecht,Mouscron,1.22,6.5,11.0
2018-08-17,Reims,Lyon,4.75,4.0,1.7
2018-08-17,Trabzonspor,Sivasspor,1.75,3.75,4.5
2018-08-17,Birmingham,Swansea,3.1,3.3,2.5
2018-08-18,Leeds,Rotherham,1.44,4.75,8.0
2018-08-18,Ipswich,Aston Villa,3.9,3.4,2.1
2018-08-18,Hull,Blackburn,2.4,3.4,3.2
2018-08-18,Bristol City,Middlesbrough,2.9,3.4,2.6
2018-08-18,Dijon,Nantes,2.6,3.25,2.8
2018-08-18,Guingamp,Paris SG,13.0,7.0,1.2
