date,home_team,away_team,odds_h,odds_d,odds_a
2006-07-28,Club Brugge,Gent,1.5,3.4,6.0
2006-07-29,Charleroi,Lierse,1.5,3.5,6.0
2006-07-29,FC Brussels,Bergen,1.5,3.4,6.0
2006-07-29,Genk,Waregem,1.8,3.0,4.2
2006-07-29,Germinal,Beveren,2.2,2.8,3.2
2006-07-29,Mouscron,Cercle Brugge,2.3,2.8,3.0
2006-07-30,Lokeren,Standard,2.8,3.25,2.2
2006-07-30,St Truiden,Anderlecht,5.0,3.4,1.61
2006-07-30,Westerlo,Roeselare,1.8,3.25,4.0
2006-08-04,Standard,Charleroi,1.44,3.75,6.5
2006-08-04,Nantes,Lyon,4.2,3.1,1.9
2006-08-05,Waregem,FC Brussels,1.83,3.25,3.75
2006-08-05,Bordeaux,Toulouse,1.57,3.3,6.0
2006-08-05,West Brom,Hull,1.53,3.5,6.0
2006-08-05,Southend,Stoke,2.3,3.0,3.0
2006-08-05,Preston,Sheffield Weds,1.72,3.25,4.5
2006-08-05,Plymouth,Wolves,2.5,3.0,2.7
2006-08-05,Leeds,Norwich,2.0,3.1,4.0
2006-08-05,Ipswich,Crystal Palace,2.5,3.1,2.62
2006-08-05,Burnley,QPR,1.9,3.0,4.0
2006-08-05,Birmingham,Colchester,1.4,4.0,7.0
2006-08-05,Barnsley,Cardiff,2.4,3.1,2.75
2006-08-05,Auxerre,Valenciennes,1.57,3.3,6.0
2006-08-05,Le Mans,Nice,2.2,3.0,3.2
2006-08-05,Luton,Leicester,2.5,3.1,2.8
2006-08-05,Nancy,Monaco,2.6,2.87,2.7
2006-08-05,Lens,Troyes,1.66,3.25,5.0
2006-08-05,Gent,Mouscron,1.61,3.4,5.0
2006-08-05,Cercle Brugge,Lokeren,2.5,3.0,2.62
2006-08-05,Bergen,St Truiden,2.2,3.2,2.87
2006-08-05,Anderlecht,Germinal,1.25,5.0,9.0
2006-08-05,Beveren,Westerlo,2.37,3.2,2.62
2006-08-05,St Etienne,Sochaux,1.9,3.0,4.0
2006-08-05,Rennes,Lille,2.25,3.0,3.1
2006-08-05,Paris SG,Lorient,1.4,3.75,8.0
